駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
4593,川根小山,3,11,6,54.55,0,4,9,9,6,3,50,0,0,0,0,0,0,0,0,0,7.69,7.69,15.38,30.77,38.46,0,0,0
4594,奥泉,92,107,52,48.6,4,47,63,113,52,22,42,6,"4,626",8,0,0,2.61,2.61,1.74,6.09,11.3,13.04,14.78,33.04,14.78,16.67,100,39
4595,アプトいちしろ,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
4596,長島ダム,33,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4597,ひらんだ,1,12,5,41.67,2,4,6,9,4,1,25,0,0,1,0,0,20,10,0,10,10,0,20,20,10,0,0,1
4598,奥大井湖上,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4599,接岨峡温泉,72,42,20,47.62,4,19,19,47,13,1,8,2,0,9,1,0,7.14,9.52,0,4.76,11.9,11.9,23.81,11.9,19.05,0,100,26
4600,尾盛,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4601,閑蔵,21,9,5,55.56,2,5,5,5,3,2,67,0,0,1,1,0,14.29,7.14,0,14.29,0,14.29,14.29,28.57,7.14,0,0,2
4602,井川,48,0,0,0,0,0,0,31,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,30
4603,熱海,"18,478","1,875",881,46.99,136,"1,084",655,"4,688","1,067",601,56,103,"477,516",409,58,508,4.37,6.02,8.42,11.51,11.83,13.43,21.38,15.14,7.89,43.69,53.4,"3,633"
4604,函南,"4,052",636,313,49.21,51,528,416,466,246,55,22,1,0,16,1,14,3.01,5.22,5.62,7.03,10.24,14.96,24.2,15.76,13.96,0,100,111
4605,三島,"58,000","3,352","1,725",51.46,342,"2,264",718,"7,656","1,749",928,53,80,"751,705",522,45,939,7.31,7.82,14.98,14.62,13.48,13,13.12,9.06,6.62,42.5,52.5,"5,696"
4606,沼津,"43,034","4,838","2,270",46.92,498,"3,050","1,288","15,729","2,249",888,39,387,"4,198,661","1,595",139,307,6.51,7.22,8.19,12.86,14.74,14.91,15.98,11.68,7.9,65.12,33.59,"13,810"
4607,片浜,"5,338","3,868","1,805",46.66,451,"2,326","1,087","3,064","1,640",545,33,21,"340,829",108,10,81,7.51,8.59,8.07,14.16,12.53,12.37,17.65,13.02,6.11,38.1,42.86,"1,437"
4608,原,"4,996","3,100","1,532",49.42,417,"1,928",753,"3,295","1,155",298,26,26,"263,537",120,5,"1,216",8.68,9.16,9.52,12.48,13.52,14.42,15.23,10.52,6.48,38.46,46.15,846
4609,東田子の浦,"2,998","1,362",696,51.1,179,898,276,"1,341",512,133,26,15,"70,077",46,0,0,8.8,8.36,9.69,16.42,12.94,15.38,13.68,8.58,6.14,40,46.67,830
4610,吉原,"6,480","1,622",790,48.71,168,967,482,"2,142",611,140,23,18,"131,524",131,4,122,6.44,8.24,7.99,10.22,13.99,14.92,15.48,14.67,8.05,33.33,44.44,"1,396"
4611,富士,"16,614","3,629","1,761",48.53,474,"2,324",806,"5,873","1,541",536,35,150,"884,944",598,54,830,8.94,8.66,8.75,14.99,15.16,13.08,14.19,10.24,6,62.67,34,"3,919"
4612,富士川,"3,202","2,424","1,174",48.43,280,"1,471",670,"2,016",879,200,23,25,"90,026",129,5,0,7.68,8.25,8.71,12.22,12.63,14.32,16.22,12.55,7.43,32,56,"1,103"
4613,新蒲原,"3,538","2,145","1,034",48.21,246,"1,297",600,"2,489",768,150,20,50,"538,750",166,10,353,7.98,7.05,9.94,13.59,10.74,13.45,17.04,11.58,8.64,48,48,"1,238"
4614,蒲原,"1,646","1,776",825,46.45,189,996,595,"1,311",611,127,21,18,"34,932",111,2,0,6.45,7.41,6,10.94,12.4,12.57,19.64,14.76,9.82,38.89,50,537
4615,由比,"3,316",697,316,45.34,55,397,245,606,232,43,19,15,"21,340",55,2,0,4.88,6.46,8.32,10.33,10.47,13.2,19.37,15.93,11.05,13.33,60,260
4616,興津,"4,658","2,091",968,46.29,194,"1,256",637,"1,890",765,154,20,51,"179,713",158,8,319,5.36,9,8.86,8.24,13.55,15.18,16.67,14.22,8.91,45.1,52.94,711
4617,清水,"22,002","3,118","1,480",47.47,337,"1,893",871,"5,041","1,287",427,33,185,"1,054,980",586,47,164,7.09,7.48,8.38,11.22,13.99,14.67,16.28,11.9,8.99,57.84,37.3,"3,829"
4618,東静岡,"15,772","2,590","1,276",49.27,394,"1,776",379,"3,455","1,151",448,39,25,"1,078,752",156,9,375,11.58,8.08,10.16,20.29,17.39,11.5,10.68,6.28,4.04,36,24,"2,430"
4619,草薙,"17,400","4,579","2,202",48.09,571,"3,007",968,"7,042","2,026",786,39,76,"619,342",310,21,"1,177",8.14,9.12,12.49,14.09,16.01,12.05,12.16,10.07,5.87,52.63,38.16,"4,374"
4620,静岡,"116,000","5,058","2,473",48.89,432,"3,325","1,228","31,280","2,623","1,304",50,478,"7,259,153","2,294",199,"1,777",5.7,5.92,10.29,14.81,15.29,14.83,15.27,10.73,7.16,69.67,29.08,"28,083"
4621,安倍川,"8,972","6,237","3,044",48.81,885,"4,002","1,316","3,916","2,435",620,25,26,"873,839",154,8,774,9.7,8.62,9.07,17.41,14.35,11.22,15.97,9.62,4.03,46.15,53.85,"1,082"
4622,用宗,"3,226","2,238","1,069",47.77,231,"1,324",677,"1,376",867,214,25,37,"113,757",100,6,0,6.05,8.47,7.75,11.42,12.54,12.77,17.52,14.38,9.09,37.84,59.46,407
4623,焼津,"20,410","4,801","2,277",47.43,547,"3,043","1,189","5,584","1,984",644,32,119,"469,989",521,26,484,7.22,8.27,8.25,12.89,13.73,15.61,15.74,10.51,7.79,51.26,43.7,"3,419"
4624,西焼津,"12,092","3,374","1,688",50.03,546,"2,302",524,"2,575","1,343",404,30,26,"265,658",179,8,122,11.16,9.61,12.49,19.11,14.87,10.77,11.87,6.94,3.18,42.31,42.31,"1,404"
4625,藤枝,"22,940","5,041","2,474",49.08,729,"3,296",935,"7,763","2,205",876,40,158,"1,266,113",708,53,102,9.76,8.53,9.42,16.48,16.54,13.49,12.06,8.05,5.69,61.39,33.54,"6,124"
4626,六合,"6,216","3,047","1,480",48.57,457,"1,962",620,"2,998","1,103",255,23,24,"308,658",115,7,"1,216",10.42,9.14,11.11,16.07,12.52,12.69,14.83,8.09,5.13,33.33,45.83,825
4627,島田,"11,638","3,703","1,769",47.77,418,"2,163","1,091","4,530","1,415",384,27,118,"601,342",454,31,205,6.89,8.74,8.91,11.09,12.09,14.63,14.36,13.4,9.89,60.17,36.44,"2,940"
4628,金谷,"4,538","1,124",525,46.71,104,609,414,794,402,83,21,27,"53,307",89,4,0,5.42,7.46,7.99,8.26,9.15,16.43,16.07,16.52,12.7,55.56,44.44,276
4629,菊川,"8,508","2,379","1,158",48.68,291,"1,383",700,"2,400",852,246,29,39,"226,735",169,9,184,7.96,8.6,8.77,13.02,11.25,13.74,13.78,11.21,11.67,51.28,38.46,"1,253"
4630,掛川,"21,922","3,053","1,523",49.89,420,"1,882",726,"7,737","1,255",433,35,119,"865,076",513,50,0,8.72,9.55,7.63,13.48,16.16,13.42,12.86,11.07,7.11,59.66,36.97,"6,730"
4631,愛野,"5,034","1,809",962,53.18,316,"1,336",115,834,902,439,49,3,0,32,3,0,16.17,3.22,20.63,33.13,11.19,7.01,3.56,3.11,1.98,0,66.67,499
4632,袋井,"10,548","2,512","1,257",50.04,334,"1,528",637,"2,896","1,006",338,34,57,"289,410",266,13,381,8.49,9.41,10.01,12.89,14.09,12.61,13.09,12.61,6.81,54.39,40.35,"1,619"
4633,磐田,"15,384","3,786","1,874",49.5,411,"2,245","1,023","4,967","1,641",614,37,94,"627,538",374,23,590,7.89,7.02,10.12,13.46,12.51,13.9,13.92,11.88,9.3,48.94,47.87,"3,036"
4634,豊田町,"5,842","2,172","1,100",50.64,381,"1,495",279,"2,199",836,226,27,15,"122,500",95,6,434,11.51,10.54,9.19,16.48,18.43,12.58,12.95,5.48,2.83,26.67,53.33,"1,056"
4635,天竜川,"5,216","4,125","2,080",50.42,642,"2,719",711,"3,761","1,667",502,30,34,"439,363",198,10,5,10.29,9.5,10.21,17.04,15.62,13.77,11.39,7.98,4.2,38.24,44.12,"2,487"
4636,浜松,"70,000","4,287","2,090",48.75,411,"2,662",986,"21,516","2,274","1,183",52,396,"7,144,816","1,515",134,613,7.02,6.36,9.02,15.3,15.99,13.55,14.73,11.11,6.92,73.74,25,"19,836"
4637,高塚,"4,735","2,729","1,375",50.38,324,"1,665",714,"6,209","1,011",279,28,23,"222,058",118,10,0,7.32,8.47,12.54,13.28,11.5,12.28,15.72,11.06,7.84,43.48,43.48,"5,226"
4638,舞阪,"5,054","2,437","1,229",50.43,334,"1,585",511,"1,968",956,284,30,33,"340,885",117,5,521,8.97,9.42,11.48,16.17,12.79,12.46,14.03,9.63,5.06,39.39,51.52,676
4639,弁天島,"1,975","1,437",726,50.52,192,884,342,914,627,236,38,21,"47,431",83,2,16,9.24,7.19,8.32,13.12,16.22,13.4,15.16,10.37,6.98,42.86,57.14,389
4640,新居町,"4,830","1,764",873,49.49,294,"1,111",356,"1,397",608,131,22,17,"118,041",85,5,149,12.15,9.09,9.94,15.79,13.8,11.75,13.06,8.57,5.85,41.18,41.18,773
4641,鷲津,"6,292","3,128","1,560",49.87,575,"1,950",584,"4,126","1,242",428,34,49,"356,694",214,15,556,12.96,9.42,9.26,19.72,14.99,9.75,9.39,8.78,5.73,46.94,46.94,"2,723"
4642,新所原,"6,928","2,595","1,363",52.52,379,"1,727",460,"1,757","1,090",401,37,33,"43,382",130,14,16,10.32,8.72,13.4,18.3,13.43,11.14,12.62,7.83,4.24,30.3,57.58,912
4643,熱海,"18,478","1,875",881,46.99,136,"1,084",655,"4,688","1,067",601,56,103,"477,516",409,58,508,4.37,6.02,8.42,11.51,11.83,13.43,21.38,15.14,7.89,43.69,53.4,"3,633"
4644,来宮,"2,274","2,766","1,233",44.58,201,"1,419","1,146","3,460","1,484",712,48,48,"205,374",288,31,257,4.85,5.46,5.61,8.93,10.49,11.97,21.77,18.59,12.33,52.08,43.75,"2,088"
4645,伊豆多賀,"1,240","1,036",473,45.66,108,618,311,583,433,134,31,14,"52,729",52,3,0,5.77,8.85,8.47,12.22,10.97,13.38,19.35,12.42,8.57,35.71,57.14,181
4646,網代,"1,894","1,344",620,46.13,102,745,498,"1,087",575,182,32,31,"103,439",143,13,0,4.84,7.15,5.51,9.16,11.32,14,21.67,16.16,10.2,35.48,61.29,520
4647,宇佐美,"2,644","3,310","1,571",47.46,407,"1,873","1,009","3,282","1,409",460,33,65,"279,064",259,14,813,7.05,9.91,6.29,12.1,13.01,12.16,17.79,14.81,6.87,36.92,50.77,"1,099"
4648,伊東,"15,406","3,243","1,424",43.91,280,"1,654","1,273","4,351","1,486",612,41,142,"851,318",587,66,253,5.49,6.21,5.61,8.8,10.89,13.44,19.53,17.4,12.63,46.48,48.59,"2,890"
4649,駿河小山,"1,216",963,467,48.49,117,581,266,658,358,101,28,18,"65,281",55,2,0,6.76,11.34,10.09,10.3,12.8,14.57,12.07,13.42,8.64,44.44,38.89,282
4650,足柄,"1,042","1,036",503,48.55,166,640,230,659,320,43,13,3,"14,667",22,2,213,8.99,12.19,9.28,13.25,12.57,13.15,13.93,10.35,6.29,0,100,99
4651,御殿場,"9,382","4,268","2,158",50.56,520,"2,883",864,"5,070","1,901",811,43,133,"1,124,035",561,53,47,7.83,8.95,11.53,15.3,16.12,13.59,11.41,9.68,5.58,52.63,45.11,"3,791"
4652,南御殿場,570,962,490,50.94,152,596,217,697,340,87,26,2,0,33,0,0,10.79,8.3,11.1,14.83,11.83,12.34,15.35,10.58,4.88,50,50,325
4653,富士岡,"1,798","1,932",993,51.4,253,"1,257",422,"1,697",715,177,25,17,"150,928",84,8,374,8.53,9.46,9.77,15.15,14.12,13.55,14.06,10.29,5.07,35.29,64.71,643
4654,岩波,"4,312","1,575",794,50.41,204,"1,054",272,"3,157",681,282,41,17,"124,644",80,5,0,9.48,7.39,12.68,16.93,13.14,14.58,13.07,7.12,5.62,35.29,41.18,"2,600"
4655,裾野,"5,352","4,009","1,979",49.36,500,"2,403","1,015","3,577","1,557",484,31,70,"454,601",310,15,224,7.81,9.42,10.65,12.64,13.99,13.02,13.61,11.87,6.97,48.57,45.71,"1,968"
4656,長泉なめり,"1,370","3,305","1,674",50.65,599,"2,215",479,"2,239","1,306",396,30,21,"443,310",115,3,20,13.3,8.65,12.42,20.37,14.51,10.44,11.35,6.07,2.88,33.33,42.86,"1,258"
4657,下土狩,"2,474","4,793","2,384",49.74,682,"3,001","1,096","4,078","1,834",536,29,51,"220,578",253,12,549,9.25,9.46,9.92,14.06,14.44,12.64,13.12,9.83,7.3,47.06,43.14,"1,807"
4658,大岡,"2,152","3,934","1,992",50.64,559,"2,539",834,"3,171","1,642",546,33,20,"281,653",183,6,25,9.47,8.83,11.35,15.17,14.35,12.44,13.66,9.44,5.29,30,40,"1,838"
4659,沼津,"43,034","4,838","2,270",46.92,498,"3,050","1,288","15,729","2,249",888,39,387,"4,198,661","1,595",139,307,6.51,7.22,8.19,12.86,14.74,14.91,15.98,11.68,7.9,65.12,33.59,"13,810"
4660,富士,"16,614","3,629","1,761",48.53,474,"2,324",806,"5,873","1,541",536,35,150,"884,944",598,54,830,8.94,8.66,8.75,14.99,15.16,13.08,14.19,10.24,6,62.67,34,"3,919"
4661,柚木,632,"4,285","2,081",48.56,661,"2,764",845,"2,771","1,637",403,25,48,"434,250",189,13,93,10.28,10.14,9.74,14.87,15.34,13.14,12.76,9.11,4.61,35.42,43.75,"1,243"
4662,竪堀,"1,944","3,120","1,543",49.46,566,"2,007",533,"2,229","1,125",240,21,28,"479,621",131,12,191,12.03,10.58,9.59,17.18,16.53,11.16,11.13,8.11,3.7,35.71,46.43,"1,001"
4663,入山瀬,"1,310","2,219","1,074",48.4,289,"1,317",610,"3,295",791,176,22,42,"328,393",193,8,833,8.02,9.51,8.2,11.9,13.34,14.42,13.7,12.48,8.43,45.24,40.48,"1,588"
4664,富士根,818,"2,296","1,105",48.13,293,"1,400",597,"2,351",826,181,22,18,"108,614",111,7,263,8.08,9.04,9.31,12.49,13.15,13.89,15.38,12.1,6.55,27.78,38.89,"1,165"
4665,源道寺,"1,388","2,405","1,197",49.77,325,"1,529",543,"2,006",937,262,28,30,"461,605",135,10,0,8.55,9.22,10.13,13.89,13.84,14.14,13.76,10.63,5.84,46.67,26.67,"1,154"
4666,富士宮,"4,504","3,072","1,427",46.45,350,"1,836",880,"5,129","1,167",302,26,166,"929,427",476,41,484,7.63,7.34,9.07,11.29,13.67,14.09,15.43,12.43,9.04,61.45,30.72,"3,564"
4667,西富士宮,"2,826","4,071","1,962",48.19,480,"2,402","1,167","3,720","1,614",458,28,93,"372,761",365,35,659,7.68,8.33,8.72,12.13,12.95,13.66,15.39,13.22,7.91,56.99,38.71,"1,474"
4668,沼久保,26,185,88,47.57,19,110,58,109,64,11,17,1,"10,159",6,1,0,6.38,9.04,6.91,10.11,10.64,14.36,20.21,10.11,12.23,0,0,20
4669,芝川,400,576,273,47.4,51,348,180,634,199,34,17,11,"18,728",44,2,66,5.16,8.78,8.26,9.64,11.02,16.35,16.35,14.97,9.47,36.36,54.55,320
4670,稲子,34,163,83,50.92,8,90,66,103,62,18,29,2,0,6,1,0,3.64,3.03,6.06,10.3,9.09,14.55,22.42,16.36,14.55,0,50,17
4671,出馬,12,79,34,43.04,3,25,52,58,34,6,18,0,0,2,0,0,1.2,6.02,2.41,0,8.43,9.64,21.69,25.3,25.3,0,0,3
4672,上市場,22,131,60,45.8,8,66,60,92,52,14,27,0,0,7,0,5,2.96,7.41,4.44,2.96,10.37,14.07,20.74,22.22,14.81,0,0,14
4673,浦川,188,536,249,46.46,40,232,267,625,229,65,28,18,"27,753",75,5,74,5.01,5.01,2.6,6.86,8.53,14.1,16.7,23.01,18.18,50,38.89,270
4674,早瀬,24,98,46,46.94,8,37,52,59,40,10,25,0,0,0,0,0,4.12,5.15,3.09,3.09,14.43,10.31,12.37,28.87,18.56,0,0,1
4675,下川合,52,120,52,43.33,6,41,74,107,59,21,36,0,0,6,0,0,1.65,4.96,1.65,0.83,4.96,14.05,17.36,23.97,30.58,0,0,24
4676,中部天竜,457,395,173,43.8,23,165,274,556,157,47,30,7,"11,914",28,2,30,2.16,4.32,3.24,3.24,9.29,11.88,14.25,19.22,32.4,42.86,57.14,276
4677,佐久間,29,345,188,54.49,34,180,134,458,178,83,47,9,"41,417",36,1,72,8.6,3.44,5.44,11.17,9.17,16.33,12.03,18.05,15.76,22.22,66.67,211
4678,相月,19,65,31,47.69,4,32,35,47,24,5,21,0,0,1,0,0,4.35,2.9,1.45,2.9,10.14,15.94,21.74,23.19,17.39,0,0,5
4679,城西,99,98,45,45.92,1,47,57,75,42,15,36,0,0,5,1,0,0,1.96,3.92,2.94,7.84,18.63,20.59,19.61,24.51,0,0,18
4680,向市場,31,310,132,42.58,15,121,174,422,122,31,25,8,"11,700",25,2,65,2.91,3.88,2.27,4.53,7.12,12.62,20.06,19.74,26.86,25,75,182
4681,水窪,193,552,258,46.74,48,258,246,745,234,65,28,19,"59,812",84,5,44,4.71,7.43,2.17,5.8,7.97,18.48,17.57,20.29,15.58,57.89,36.84,395
4682,大嵐,71,3,2,66.67,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,小和田,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684,三島,"16,712","3,483","1,786",51.28,343,"2,344",768,"7,534","1,821",965,53,83,"754,588",543,47,718,7,7.72,14.78,14.35,13.39,13.13,13.48,9.34,6.8,43.37,51.81,"5,753"
4685,三島広小路,"3,896","6,414","3,061",47.72,603,"4,007","1,792","8,392","3,064","1,345",44,228,"864,131","1,022",92,235,6.23,7.58,10.29,11.9,13.32,14.07,15.73,12.25,8.62,60.09,36.84,"6,017"
4686,三島田町,"2,759","6,428","3,118",48.51,688,"4,018","1,711","7,706","2,837","1,030",36,205,"1,905,853",755,53,395,6.47,9.24,8.82,11.28,15,14.49,14.68,12.03,7.99,63.9,33.17,"4,948"
4687,三島二日町,"2,977","4,099","1,992",48.6,527,"2,629",938,"4,720","1,718",562,33,45,"939,101",223,13,381,8.25,9.33,9.33,15.31,14.6,13.19,13.89,10.79,5.3,51.11,33.33,"2,911"
4688,大場,"4,929","3,755","1,826",48.63,488,"2,380",883,"3,502","1,461",408,28,45,"241,075",213,12,718,8.27,9.5,9.42,13.92,13.39,13.15,15.63,10.8,5.92,48.89,44.44,"1,423"
4689,伊豆仁田,"3,190","3,252","1,550",47.66,485,"2,103",658,"4,055","1,199",273,23,32,"999,295",165,14,"1,296",9.55,10.81,10.23,15.74,14.82,11.61,13.09,8.6,5.55,34.38,46.88,"1,636"
4690,原木,698,"1,439",690,47.95,182,899,356,899,518,97,19,7,"46,792",53,1,0,8.98,8.36,8.7,14.55,11.77,14.48,16.23,10.52,6.41,42.86,42.86,395
4691,韮山,"2,988","1,817",892,49.09,289,"1,142",377,"2,017",700,200,29,13,"58,949",89,5,716,9.96,10.51,9.63,15.88,12.73,12.23,13.5,9.74,5.81,38.46,53.85,669
4692,伊豆長岡,"4,809","3,092","1,472",47.61,411,"1,889",767,"2,382","1,306",467,36,44,"254,175",230,20,229,8.35,9.85,9.29,12.42,15.16,11.35,16.47,11.05,6.06,50,43.18,"1,034"
4693,田京,"2,657","2,759","1,337",48.46,404,"1,714",624,"2,579","1,055",285,27,53,"525,302",211,20,411,8.83,10.8,7.95,14.04,14.15,12.69,15.39,9.96,6.2,49.06,39.62,"1,223"
4694,大仁,"2,483","1,427",696,48.77,162,832,429,"2,124",538,128,24,37,"124,788",150,13,349,6.9,8.8,6.83,10.7,12.39,14.22,18.16,13.09,8.94,54.05,40.54,"1,249"
4695,牧之郷,462,865,409,47.28,88,528,249,884,335,74,22,8,"384,260",64,4,0,6.37,7.75,7.18,10.42,12.62,15.28,20.49,11.34,8.56,37.5,50,568
4696,修善寺,"4,878","2,124","1,012",47.65,254,"1,286",580,"2,840",834,231,28,65,"414,390",245,21,668,7.26,9.95,8.82,11.56,13.92,13.68,14.67,13.68,6.46,55.38,41.54,"1,456"
4697,伊東,"9,859","3,243","1,424",43.91,280,"1,654","1,273","4,351","1,486",612,41,142,"851,318",587,66,253,5.49,6.21,5.61,8.8,10.89,13.44,19.53,17.4,12.63,46.48,48.59,"2,890"
4698,南伊東,"1,155","2,702","1,273",47.11,262,"1,456",927,"2,465","1,272",572,45,45,"486,611",214,21,203,6.54,6.39,6.66,11.27,11.61,12.59,19.18,15.7,10.06,42.22,46.67,"1,200"
4699,川奈,"1,564","2,976","1,381",46.4,400,"1,684",883,"1,681","1,211",305,25,12,"65,290",85,6,73,8.36,8.8,7.66,12.11,13.46,10.62,18.62,13.56,6.81,33.33,58.33,427
4700,富戸,366,915,428,46.78,106,492,311,721,365,112,31,5,"8,491",49,2,146,6.94,8.04,5.73,10.35,12.22,12.33,20.04,14.43,9.91,60,40,149
4701,城ケ崎海岸,705,433,201,46.42,45,233,156,514,199,49,25,7,"16,658",48,9,5,6.93,5.31,3.7,11.55,9.93,12.24,27.02,16.86,6.47,57.14,42.86,288
4702,伊豆高原,"3,071","1,159",512,44.18,130,579,438,"1,607",467,136,29,39,"391,548",149,30,47,6.38,7.78,5.24,10.93,11.63,10.66,19.32,14.34,13.72,51.28,43.59,"1,049"
4703,伊豆大川,319,354,161,45.48,36,202,113,366,145,41,28,9,"34,852",44,0,27,5.71,7.14,5.71,12.57,9.71,15.14,20.57,15.43,8,11.11,77.78,157
4704,伊豆北川,66,152,73,48.03,8,101,47,265,79,41,52,2,0,17,1,0,1.95,6.49,5.19,11.04,14.94,16.23,26.62,8.44,9.09,50,50,213
4705,伊豆熱川,"1,242",548,268,48.91,46,315,186,"1,262",274,124,45,12,"54,216",73,10,0,5.48,6.95,4.39,9.14,12.98,15.54,22.49,17,6.03,50,41.67,875
4706,片瀬白田,407,851,410,48.18,77,447,325,763,349,137,39,15,"128,055",79,8,0,4.83,7.18,5.54,9.42,13.66,11.78,19.32,15.67,12.6,33.33,46.67,362
4707,伊豆稲取,"1,701","1,550",716,46.19,158,925,466,"1,368",644,198,31,36,"186,027",138,13,34,6.13,7.99,7.09,9.09,12.77,15.93,20.37,12.57,8.06,44.44,47.22,727
4708,今井浜海岸,312,284,130,45.77,34,152,98,380,111,31,28,5,"6,228",54,4,0,4.95,10.25,3.89,10.25,13.43,11.66,21.55,14.84,9.19,20,80,228
4709,河津,"1,649","1,378",667,48.4,229,760,389,"1,522",579,180,31,50,"373,271",180,16,127,10.6,9.65,5.81,13.64,13.79,10.67,16.69,12.41,6.75,50,40,848
4710,稲梓,53,157,77,49.04,6,87,67,122,65,15,23,0,0,3,0,0,3.13,3.75,5,10.63,11.25,13.75,21.25,17.5,13.75,0,0,46
4711,蓮台寺,827,718,343,47.77,79,424,217,"1,019",328,116,35,13,"250,718",48,3,332,6.81,7.92,5.69,11.67,14.58,13.47,19.17,14.72,5.97,23.08,69.23,362
4712,伊豆急下田,"3,619","1,977",943,47.7,152,"1,138",680,"3,659",981,437,45,127,"953,517",451,57,0,5.12,5.94,6.9,11.57,12.28,13.19,20.19,15.32,9.49,57.48,33.86,"2,843"
4713,新静岡,"17,614","3,935","1,878",47.73,389,"2,450","1,003","35,260","2,007",954,48,559,"6,476,599","2,436",220,"3,627",6.74,6.35,8.72,13.93,15.72,14.06,15.43,10.88,8.17,72.27,26.48,"30,547"
4714,日吉町,"1,427","5,811","2,759",47.48,597,"3,616","1,501","22,927","2,825","1,265",45,307,"3,750,747","1,508",125,"3,162",6.76,6.99,9.47,13.24,15.21,14.11,14.93,10.75,8.54,62.21,35.5,"17,970"
4715,音羽町,"1,597","6,530","3,111",47.64,673,"4,049","1,732","9,349","3,006","1,220",41,118,"890,192",695,51,"1,281",6.51,7.58,9.7,12.6,14.71,14.06,15.02,11.11,8.72,53.39,40.68,"5,859"
4716,春日町,"1,522","5,635","2,674",47.45,617,"3,473","1,503","6,243","2,484",956,38,62,"505,824",348,24,812,6.65,8.73,9.44,12.3,14.4,13.63,14.88,11.64,8.33,48.39,41.94,"3,444"
4717,柚木,"2,937","2,990","1,461",48.86,324,"1,850",790,"5,902","1,337",569,43,19,"765,318",152,10,"2,225",6.54,9.07,10.49,13.09,13.73,12.48,14.94,12.14,7.52,31.58,47.37,"2,602"
4718,長沼,"2,097","3,067","1,504",49.04,417,"2,022",578,"3,266","1,256",420,33,30,"977,268",148,8,195,10.24,7.36,9.18,17.7,16.11,13.06,12.73,8.85,4.77,43.33,23.33,"2,005"
4719,古庄,"3,191","3,929","1,936",49.27,481,"2,557",838,"4,082","1,729",667,39,33,"552,981",204,10,459,8.62,7.56,11.54,16.68,14.53,12.62,12.8,9.63,6.01,33.33,21.21,"2,261"
4720,県総合運動場,"3,092","2,527","1,232",48.75,348,"1,672",499,"4,626","1,072",394,37,34,"1,207,624",170,10,"1,020",9.09,10.76,12.35,14.1,15.97,11.4,11.36,9.25,5.72,38.24,35.29,"2,775"
4721,県立美術館前,"1,828","3,785","1,851",48.9,438,"2,531",766,"3,890","1,788",834,47,48,"422,188",198,16,255,7.36,9.96,15.6,13.95,15.04,10.95,12.02,9.72,5.41,58.33,33.33,"2,385"
4722,草薙,"6,995","5,081","2,451",48.24,635,"3,329","1,076","6,604","2,306",965,42,80,"493,794",320,22,"1,344",8.1,9.33,13.45,13.85,15.95,11.63,11.55,10.12,6.03,55,38.75,"3,602"
4723,御門台,"2,779","5,593","2,704",48.35,684,"3,457","1,435","4,602","2,334",791,34,75,"680,032",236,16,992,7.26,9.76,10.9,12.75,14.62,11.64,13.88,12.23,6.96,46.67,37.33,"1,589"
4724,狐ケ崎,"4,822","4,820","2,363",49.02,614,"2,964","1,212","4,559","1,902",544,29,75,"1,499,086",237,23,90,8.08,9.1,10.25,13.26,13.7,12.73,14.51,12.42,5.95,64,28,"2,739"
4725,桜橋,"4,301","6,038","2,882",47.73,777,"3,565","1,670","5,410","2,395",687,29,92,"620,967",376,23,995,8.28,8.76,8.61,12.59,13.4,12.59,15.53,11.99,8.25,41.3,46.74,"2,194"
4726,入江岡,661,"6,505","3,046",46.83,697,"3,800","1,980","5,567","2,591",762,29,140,"685,579",565,40,414,6.75,7.86,8.45,11.38,12.46,13.43,16.54,13.28,9.87,53.57,40,"2,696"
4727,新清水,"6,510","4,492","2,070",46.08,418,"2,651","1,404","7,452","1,854",617,33,205,"981,865",850,70,209,6.03,6.95,8.2,11.51,12.29,14.06,17.21,13.52,10.23,59.02,38.05,"5,710"
4728,新浜松,"15,426","4,513","2,178",48.26,421,"2,741","1,085","21,504","2,417","1,289",53,442,"6,915,924","1,817",175,488,6.95,5.91,8.95,14.79,15.62,13.31,15.59,11.61,7.26,76.02,23.3,"19,852"
